# {"t_start": 1553555491.7667515, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,818,38.185909
-21.0,973,85.086811
-20.0,854,133.234052
-20.0,840,179.271167
-20.0,872,221.134143
-21.0,824,263.995001
-21.0,841,307.002007
-20.0,960,361.330125
-21.0,792,400.28818
-20.0,836,444.05637
-21.0,959,488.555741
-21.0,851,534.774989
-21.0,883,578.113258
-20.0,987,622.195204
-21.0,1002,671.282555
-20.0,958,719.910548
-21.0,943,763.732128
-21.0,907,806.865012
-21.0,764,843.655075
-21.0,780,880.725275
-20.0,1039,930.697328
-20.0,900,974.694827
-20.0,919,1019.120402
-21.0,862,1062.927131
-21.0,818,1102.379288
-21.0,780,1140.178501
-19.0,927,1188.556998
-21.0,820,1225.81538
-21.0,852,1268.43098
-20.0,1116,1322.412155
-19.0,939,1370.757345
-21.0,762,1407.484816
-20.0,1094,1457.379153
-20.0,925,1500.526181
-21.0,883,1543.411678
-21.0,909,1586.623409
-21.0,940,1636.406235
-21.0,945,1680.012256
-21.0,818,1717.408532
-21.0,848,1761.77425
-21.0,939,1805.396586
-21.0,902,1848.432861
-19.0,1034,1902.701302
-20.0,956,1946.447011
-20.0,917,1989.786893
-20.0,901,2032.91983
-20.0,895,2077.224728
-20.0,967,2125.733931
-21.0,799,2162.936888
-20.0,999,2212.008438
-20.0,894,2254.973596
-19.0,1092,2304.928111
-21.0,845,2347.422029
-20.0,999,2396.306898
-21.0,878,2434.277335
-21.0,895,2477.179521
-20.0,1018,2526.219999
-21.0,892,2569.375445
-20.0,1099,2624.237469
-20.0,879,2667.11131
-20.0,947,2710.724149
-19.0,1004,2759.668179
-19.0,1014,2808.406489
-17.0,1281,2869.710362
-20.0,976,2913.511746
-18.0,1198,2974.221265
-20.0,1058,3023.807707
-19.0,1024,3073.091545
-18.0,1178,3128.498673
-17.0,1255,3189.55251
-19.0,973,3238.224734
-19.0,1132,3288.104165
-20.0,926,3336.281722
-20.0,1295,3397.607938
-20.0,1052,3446.925823
-20.0,929,3490.218015
-19.0,1120,3545.162857
-17.0,1421,3612.821214
-19.0,1097,3662.566294
-18.0,1282,3723.826333
-20.0,1032,3778.098002
-18.0,1243,3834.257849
-18.0,1247,3895.196523
-18.0,1083,3944.884096
-13.0,1764,4030.43115
