# {"t_start": 1553555491.7585423, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,883,38.961382
-19.0,1147,99.144644
-19.0,1064,159.038419
-21.0,881,201.051695
-21.0,823,245.230203
-21.0,1000,299.194166
-21.0,823,342.196653
-21.0,849,387.478678
-21.0,912,431.788351
-21.0,818,469.890921
-21.0,972,521.831839
-20.0,947,566.535314
-21.0,848,609.246505
-21.0,848,646.977133
-19.0,942,695.437583
-21.0,900,738.564669
-19.0,932,782.217837
-20.0,1319,844.164792
-20.0,956,892.776064
-21.0,846,931.104734
-20.0,976,980.645587
-18.0,1225,1043.676658
-21.0,988,1089.085863
-20.0,946,1139.073853
-19.0,1049,1188.676635
-20.0,862,1226.317229
-20.0,839,1268.81375
-20.0,869,1315.441484
-21.0,881,1358.335258
-18.0,1131,1408.517699
-20.0,989,1457.334876
-21.0,999,1506.242365
-20.0,1042,1555.476065
-20.0,947,1604.870702
-20.0,837,1643.061713
-19.0,958,1686.730621
-21.0,944,1735.284428
-21.0,819,1774.376177
-21.0,808,1816.577605
-21.0,878,1854.578011
-21.0,879,1897.441849
-20.0,889,1940.456753
-20.0,838,1983.129122
-20.0,839,2020.618719
-21.0,779,2058.591771
-21.0,878,2101.854628
-20.0,882,2144.701634
-20.0,1052,2194.140535
-20.0,1001,2243.165121
-21.0,923,2286.494689
-19.0,1135,2341.700738
-20.0,1011,2390.680161
-19.0,1201,2446.496159
-19.0,1096,2501.051388
-19.0,997,2550.148892
-17.0,1165,2605.677306
-20.0,922,2648.970603
-20.0,912,2692.258809
-19.0,1039,2741.612314
-19.0,1122,2796.315534
-19.0,1257,2857.43103
-19.0,1072,2906.885845
-21.0,919,2950.314863
-19.0,1085,3004.933714
-19.0,1098,3054.998306
-20.0,927,3098.292094
-21.0,837,3140.59752
-17.0,1375,3207.798552
-16.0,1318,3269.452697
-16.0,1423,3336.943388
-18.0,1194,3392.402571
-18.0,1248,3453.45412
-17.0,1506,3526.860424
-20.0,1068,3576.378268
-20.0,1182,3631.891734
-17.0,1214,3692.593768
-18.0,1167,3747.870078
-18.0,1180,3803.467735
-18.0,1244,3864.438018
-18.0,1157,3919.684996
-16.0,1564,3993.615353
