approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.0022712029,0.061035156,nan,nan,-0.007122635841369629,155,1,1.7892265,-0.0046284236,128,3.2970685958862305,512,0.1978034
0.00084699504,0.0,nan,nan,-0.010502219200134277,223,2,1.7852426,-0.0011139207,256,5.59022068977356,1024,0.07322348
0.00033980995,0.0,nan,nan,0.0014745593070983887,228,3,1.7758542,-0.00012834987,384,7.829416036605835,1536,0.065318964
0.0008233155,0.041015625,nan,nan,-0.0005851984024047852,226,4,1.7746428,-0.0037770197,512,10.085632801055908,2048,0.06778155
0.0009872295,0.024902344,nan,nan,0.003025829792022705,225,5,1.7646337,-0.0007812187,640,12.354155540466309,2560,0.07445888
0.000871232,0.04736328,nan,nan,0.006450831890106201,227,6,1.7632728,-0.0016001038,768,14.608909845352173,3072,0.08270997
0.00042940272,0.013183594,881.0,-20.0,0.015806376934051514,225,7,1.778346,-0.0011817449,896,16.880202770233154,3584,0.06913296
0.00034530595,0.0,921.3333333333334,-20.0,-0.0013691186904907227,230,8,1.783756,-6.7124405e-05,1024,19.098856925964355,4096,0.059406366
0.00015127982,0.0,921.3333333333334,-20.0,0.0041640400886535645,230,9,1.786058,-0.0004105672,1152,21.322844743728638,4608,0.045235578
0.00037753984,0.0,997.5,-19.75,0.009033739566802979,229,10,1.787369,-0.0014641243,1280,23.554191827774048,5120,0.07094794
0.00048388354,0.0,997.5,-19.75,0.013217747211456299,242,11,1.7901713,-0.0014417678,1408,25.665913343429565,5632,0.050419733
0.0011329593,0.06201172,997.5,-19.75,0.028767764568328857,246,12,1.7882937,-0.0031734388,1536,27.74720072746277,6144,0.051306687
0.0009553451,0.061035156,997.5,-19.75,0.022844552993774414,233,13,1.7855787,-0.0037368524,1664,29.94273066520691,6656,0.0734005
0.00037730657,0.0,967.4,-20.0,0.01838749647140503,232,14,1.7834888,-0.00033398665,1792,32.142125368118286,7168,0.05107769
0.00019934415,0.0,967.4,-20.0,0.005829274654388428,243,15,1.7863003,-0.0006297904,1920,34.24610114097595,7680,0.056817003
0.00087964645,0.041503906,965.8571428571429,-20.285714285714285,0.0178183913230896,241,16,1.7885444,-0.0023262668,2048,36.36853623390198,8192,0.041367434
0.0005991868,0.037109375,978.125,-20.125,0.008685052394866943,232,17,1.7894557,-0.0027723666,2176,38.57149124145508,8704,0.056379307
0.0011901197,0.040039062,978.125,-20.125,0.004842400550842285,232,18,1.7894115,-0.0039060619,2304,40.77399492263794,9216,0.05261026
0.0005928973,0.0,978.125,-20.125,-0.0009599924087524414,243,19,1.788106,-0.002391501,2432,42.87838292121887,9728,0.0537275
