# {"t_start": 1553074621.0684063, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-20.0,897,17.477997
-21.0,847,32.512807
-19.0,1116,51.530022
-21.0,818,65.026055
-21.0,826,79.609487
-21.0,760,92.260766
-20.0,882,106.147958
-21.0,927,123.259372
-21.0,1058,140.490026
-21.0,999,157.377148
-21.0,783,170.036533
-17.0,1323,191.657646
-21.0,763,204.240424
-21.0,763,216.997385
-21.0,758,229.726075
-21.0,763,242.850974
-21.0,758,255.825849
-20.0,945,271.235552
-21.0,759,283.843131
-21.0,759,296.431774
-21.0,758,309.381353
-21.0,757,322.194303
-21.0,763,335.084968
-20.0,842,348.088061
-21.0,850,362.904685
-20.0,839,375.76804
-21.0,878,390.814435
-20.0,1039,407.771273
-21.0,821,422.35656
-20.0,1079,439.806369
-20.0,1255,460.802659
-20.0,838,473.894355
-21.0,780,488.314842
-21.0,819,501.392631
-20.0,901,516.100679
-21.0,787,528.985285
-21.0,785,542.105535
-19.0,1068,561.471865
-20.0,840,574.527104
-21.0,818,587.740365
-21.0,820,602.315783
-21.0,909,617.138703
-21.0,1018,634.317264
-21.0,944,649.648381
-21.0,762,662.21051
-20.0,858,676.749922
-20.0,832,689.998274
-21.0,824,704.415899
-20.0,896,719.203592
-20.0,1046,736.632066
-19.0,1003,753.667464
-20.0,902,768.563593
-21.0,911,783.486582
-20.0,988,800.469192
-18.0,1126,817.941016
-20.0,920,834.568334
-21.0,956,849.637991
-20.0,924,864.382921
-19.0,936,879.520599
-18.0,1012,896.616745
-20.0,928,913.313141
-20.0,838,926.630426
-21.0,822,941.344043
-21.0,819,954.281144
-19.0,974,971.168581
-20.0,994,986.787407
-21.0,808,1001.372132
-20.0,914,1016.177137
-21.0,846,1029.750662
-20.0,1092,1048.767179
-17.0,1189,1067.89293
-21.0,818,1080.680025
-21.0,847,1095.308398
-20.0,1046,1112.274179
-21.0,846,1126.881238
-20.0,984,1142.110346
-19.0,988,1159.132502
-20.0,888,1173.912828
-19.0,1316,1195.317343
-19.0,916,1211.704051
-20.0,967,1226.794249
-16.0,1211,1246.122055
-19.0,1203,1267.115052
-16.0,1248,1288.384955
-16.0,1320,1309.720037
-18.0,1196,1329.088632
-14.0,1658,1356.793627
-16.0,1399,1380.050458
-16.0,1309,1401.57438
-13.0,1784,1431.822827
-12.0,1779,1461.560949
-12.0,1813,1491.757808
-10.0,2002,1525.973264
-15.0,1621,1553.49537
-4.0,2285,1590.111562
-17.0,1574,1617.392451
-7.0,2148,1652.07295
-10.0,1901,1684.503958
-4.0,2358,1724.393323
-4.0,2469,1764.903517
-7.0,2235,1801.510539
-19.0,1453,1826.357395
-15.0,1663,1854.305283
-15.0,1869,1884.32192
-19.0,1424,1908.01183
-4.0,2543,1950.2424
-4.0,2550,1992.784523
-7.0,2269,2031.117339
-5.0,2347,2069.301616
3.0,2497,2111.405229
-7.0,2274,2147.533967
-12.0,1902,2179.176438
-11.0,1921,2211.154468
-8.0,2241,2249.193144
-10.0,2049,2283.425273
-10.0,1935,2315.349806
-14.0,1675,2343.37149
-9.0,2098,2377.812996
-5.0,2380,2418.485328
-12.0,1963,2451.282541
-5.0,2791,2497.441364
-10.0,2144,2533.247765
-17.0,1530,2558.788904
-8.0,2346,2597.566365
-6.0,2466,2637.958537
-7.0,2345,2676.125783
-9.0,1969,2709.646173
-1.0,2781,2756.616216
-1.0,2674,2799.973511
-14.0,1605,2827.52644
-11.0,1914,2859.180147
3.0,2553,2901.361856
6.0,2439,2941.439747
-7.0,2298,2979.842479
-10.0,2020,3013.593508
3.0,2604,3055.954651
-15.0,1488,3081.269899
-6.0,2472,3121.816487
-9.0,2309,3159.775008
2.0,2784,3206.296465
-9.0,2126,3241.007905
-2.0,2750,3287.727759
1.0,2765,3332.628517
-5.0,2673,3376.90897
4.0,2651,3421.153922
-7.0,2259,3457.08695
-8.0,2233,3495.026006
2.0,2786,3541.414313
-3.0,2683,3585.705586
-4.0,2672,3629.007651
-13.0,1870,3661.153956
-11.0,2387,3701.325088
-10.0,2188,3737.394586
-5.0,2575,3780.283085
1.0,2762,3825.046727
-9.0,2200,3862.816371
-7.0,2375,3901.485321
-6.0,2448,3942.103663
1.0,3058,3994.057035
-10.0,2333,4032.137074
-1.0,2834,4079.230711
4.0,2758,4125.604094
