% time spent exploring,episodes,mean 100 episode reward,steps
2,19200,7.4,299897
2,19300,7.4,301204
2,19400,7.5,302514
2,19500,8.0,303757
2,19600,7.6,305030
2,19700,6.7,306344
2,19800,7.8,307616
2,19900,7.0,308948
2,20000,7.7,310231
2,20100,7.7,311532
2,20200,7.8,312804
2,20300,7.5,314104
2,20400,6.9,315435
2,20500,7.4,316742
2,20600,7.3,318036
2,20700,7.8,319296
2,20800,7.5,320568
2,20900,7.4,321871
2,21000,7.8,323156
2,21100,7.9,324420
2,21200,7.6,325676
2,21300,7.3,326987
2,21400,6.9,328295
2,21500,7.4,329595
2,21600,6.9,330902
2,21700,8.3,332127
2,21800,7.4,333415
2,21900,7.0,334714
2,22000,7.5,336017
2,22100,7.7,337279
2,22200,7.7,338537
2,22300,7.1,339828
2,22400,7.2,341113
2,22500,7.0,342437
2,22600,7.6,343719
2,22700,7.4,345018
2,22800,7.5,346280
2,22900,6.8,347593
2,23000,6.9,348915
2,23100,7.3,350219
2,23200,7.8,351497
2,23300,7.4,352793
2,23400,7.3,354097
2,23500,7.3,355356
2,23600,7.6,356616
2,23700,7.4,357891
2,23800,7.0,359217
2,23900,7.3,360521
2,24000,7.3,361835
2,24100,7.3,363103
2,24200,7.9,364374
2,24300,6.5,365685
2,24400,7.4,367010
2,24500,7.5,368306
2,24600,7.6,369570
2,24700,7.9,370837
2,24800,7.4,372112
2,24900,7.6,373387
2,25000,7.1,374697
2,25100,7.9,375952
2,25200,7.4,377239
2,25300,7.5,378540
2,25400,7.7,379805
2,25500,7.3,381106
2,25600,7.2,382393
2,25700,7.1,383694
2,25800,8.0,384966
2,25900,7.6,386230
2,26000,7.7,387509
2,26100,6.8,388837
2,26200,8.5,390074
2,26300,7.3,391373
2,26400,7.5,392652
2,26500,7.4,393899
2,26600,7.9,395163
2,26700,8.0,396412
2,26800,7.6,397667
2,26900,7.6,398956
2,27000,8.0,400225
2,27100,7.4,401509
2,27200,8.0,402766
2,27300,7.3,404079
2,27400,7.7,405351
2,27500,7.3,406627
2,27600,7.7,407894
2,27700,8.0,409155
2,27800,8.2,410409
2,27900,8.0,411658
2,28000,7.8,412966
2,28100,7.4,414254
2,28200,7.5,415526
2,28300,7.5,416809
2,28400,7.4,418102
2,28500,6.9,419402
2,28600,7.8,420697
2,28700,6.8,422010
2,28800,7.2,423289
2,28900,7.6,424570
2,29000,7.9,425829
2,29100,7.3,427113
2,29200,7.3,428363
2,29300,7.7,429639
2,29400,7.9,430907
2,29500,7.8,432177
2,29600,7.4,433477
2,29700,7.9,434732
2,29800,7.5,436017
2,29900,7.6,437315
2,30000,7.6,438552
2,30100,7.7,439807
2,30200,7.8,441104
2,30300,7.6,442399
2,30400,7.4,443684
2,30500,7.6,444981
2,30600,7.2,446284
2,30700,7.6,447548
2,30800,7.8,448829
2,30900,7.1,450135
2,31000,7.6,451403
2,31100,7.4,452686
2,31200,7.4,453955
2,31300,7.2,455283
2,31400,7.9,456559
2,31500,7.4,457822
2,31600,7.4,459124
2,31700,8.0,460383
2,31800,8.0,461638
2,31900,8.0,462867
2,32000,7.8,464136
2,32100,7.0,465440
2,32200,7.5,466731
2,32300,7.9,467992
2,32400,7.4,469249
2,32500,6.9,470559
2,32600,7.9,471837
2,32700,6.8,473144
2,32800,7.6,474411
2,32900,7.9,475684
2,33000,7.4,476985
2,33100,7.6,478257
2,33200,7.3,479556
2,33300,7.6,480807
2,33400,7.8,482080
2,33500,7.9,483348
2,33600,6.7,484697
2,33700,8.0,485938
2,33800,6.8,487278
2,33900,7.4,488571
2,34000,7.5,489828
2,34100,7.9,491112
2,34200,7.2,492426
2,34300,7.8,493723
2,34400,6.7,495056
2,34500,7.6,496358
2,34600,7.4,497624
2,34700,8.3,498883
2,34800,7.1,500168
2,34900,7.5,501466
2,35000,7.0,502785
2,35100,8.0,504038
2,35200,7.6,505320
2,35300,8.2,506578
2,35400,7.1,507915
2,35500,6.6,509257
2,35600,7.6,510556
2,35700,7.2,511860
2,35800,6.6,513192
2,35900,7.3,514499
2,36000,7.4,515764
2,36100,7.2,517028
2,36200,7.5,518300
2,36300,7.3,519603
2,36400,7.4,520889
2,36500,6.8,522157
2,36600,8.4,523404
2,36700,7.7,524684
2,36800,7.4,525969
2,36900,7.8,527234
2,37000,8.4,528472
2,37100,8.5,529713
2,37200,8.1,530971
2,37300,7.6,532234
2,37400,6.6,533573
2,37500,8.0,534851
2,37600,7.7,536103
2,37700,7.5,537375
2,37800,7.2,538651
2,37900,7.0,539973
2,38000,7.4,541272
2,38100,7.9,542531
2,38200,7.1,543801
2,38300,6.8,545102
2,38400,7.6,546402
2,38500,6.9,547735
2,38600,7.6,548997
2,38700,7.2,550296
2,38800,7.2,551590
2,38900,7.5,552880
2,39000,8.1,554079
2,39100,7.3,555394
2,39200,7.6,556684
2,39300,7.7,557998
2,39400,6.5,559336
2,39500,7.3,560621
2,39600,7.8,561899
2,39700,7.6,563171
2,39800,7.6,564437
2,39900,6.6,565764
2,40000,7.6,567039
2,40100,7.1,568286
2,40200,7.8,569540
2,40300,7.3,570823
2,40400,7.0,572119
2,40500,7.2,573413
2,40600,7.2,574717
2,40700,7.7,575976
2,40800,8.1,577249
2,40900,7.4,578519
2,41000,6.9,579841
2,41100,7.2,581143
2,41200,7.4,582429
2,41300,7.4,583730
2,41400,7.0,585014
2,41500,7.4,586293
2,41600,7.3,587559
2,41700,7.8,588829
2,41800,7.4,590108
2,41900,7.6,591398
2,42000,6.7,592767
2,42100,7.8,594005
2,42200,7.8,595290
2,42300,7.5,596554
2,42400,7.6,597827
2,42500,7.0,599124
2,42600,7.6,600411
2,42700,7.3,601692
2,42800,7.2,603002
2,42900,7.3,604298
2,43000,7.3,605589
2,43100,6.9,606872
2,43200,7.8,608121
2,43300,7.3,609427
2,43400,7.9,610695
2,43500,7.1,611996
2,43600,7.4,613297
2,43700,6.2,614654
2,43800,6.9,615976
2,43900,7.6,617256
2,44000,7.7,618525
2,44100,6.6,619849
2,44200,7.1,621155
2,44300,7.5,622428
2,44400,7.5,623694
2,44500,7.6,624964
2,44600,7.9,626227
2,44700,7.8,627493
2,44800,7.6,628766
2,44900,7.3,630053
2,45000,8.0,631313
2,45100,7.6,632579
2,45200,8.0,633824
2,45300,7.1,635119
2,45400,7.5,636377
2,45500,7.2,637665
2,45600,7.1,638987
2,45700,7.5,640275
2,45800,7.2,641552
2,45900,8.1,642816
2,46000,7.5,644111
2,46100,7.6,645373
2,46200,7.5,646629
2,46300,7.7,647899
2,46400,7.7,649151
2,46500,7.7,650422
2,46600,7.6,651675
2,46700,7.9,652904
2,46800,7.7,654200
2,46900,7.1,655485
2,47000,7.4,656791
2,47100,7.8,658034
2,47200,7.8,659289
2,47300,7.4,660575
2,47400,7.0,661903
2,47500,7.6,663192
2,47600,7.3,664516
2,47700,7.8,665785
2,47800,7.3,667092
2,47900,7.7,668362
2,48000,7.4,669645
2,48100,6.8,670986
2,48200,7.6,672268
2,48300,7.3,673590
2,48400,7.7,674884
2,48500,7.3,676200
2,48600,6.8,677486
2,48700,7.4,678775
2,48800,8.0,680016
2,48900,7.5,681344
2,49000,7.7,682614
2,49100,7.6,683899
2,49200,7.5,685173
2,49300,7.8,686465
2,49400,7.0,687739
2,49500,7.9,688981
2,49600,8.0,690258
2,49700,7.4,691561
2,49800,7.7,692859
2,49900,7.6,694130
2,50000,7.3,695441
2,50100,7.7,696727
2,50200,8.0,697990
2,50300,7.5,699265
2,50400,7.6,700546
2,50500,6.9,701858
2,50600,7.6,703140
2,50700,7.6,704425
2,50800,7.4,705709
2,50900,7.6,706963
2,51000,7.8,708238
2,51100,8.0,709494
2,51200,7.4,710771
2,51300,6.8,712114
2,51400,7.6,713393
2,51500,7.6,714674
2,51600,7.8,715913
2,51700,7.7,717184
2,51800,7.3,718474
2,51900,7.9,719733
2,52000,7.6,721024
2,52100,7.6,722311
2,52200,7.6,723567
2,52300,7.3,724880
2,52400,7.4,726221
2,52500,7.2,727488
2,52600,7.6,728757
2,52700,7.4,730058
2,52800,7.8,731361
2,52900,7.9,732623
2,53000,7.1,733930
2,53100,7.3,735263
2,53200,7.7,736554
2,53300,7.7,737834
2,53400,7.8,739097
2,53500,7.7,740372
2,53600,6.9,741715
2,53700,7.0,743048
2,53800,7.2,744342
2,53900,8.1,745581
2,54000,7.5,746863
2,54100,8.2,748120
2,54200,7.7,749386
2,54300,7.2,750683
2,54400,7.4,751975
2,54500,7.7,753234
2,54600,7.9,754506
2,54700,7.3,755779
2,54800,7.6,757062
2,54900,6.9,758394
2,55000,7.4,759678
2,55100,7.6,760977
2,55200,8.0,762228
2,55300,7.5,763552
2,55400,7.5,764838
2,55500,7.8,766109
2,55600,8.3,767331
2,55700,7.8,768557
2,55800,7.7,769826
2,55900,6.9,771150
2,56000,7.4,772452
2,56100,8.1,773701
2,56200,7.7,774950
2,56300,7.3,776248
2,56400,7.1,777528
2,56500,7.5,778785
2,56600,6.8,780103
2,56700,6.9,781404
2,56800,7.9,782657
2,56900,7.2,783942
2,57000,7.6,785216
2,57100,7.8,786495
2,57200,7.2,787759
2,57300,7.7,789053
2,57400,7.3,790331
2,57500,8.0,791570
2,57600,7.8,792843
2,57700,7.6,794154
2,57800,7.5,795441
2,57900,8.2,796689
2,58000,7.1,797986
2,58100,6.7,799315
2,58200,7.7,800594
2,58300,7.5,801851
2,58400,7.6,803116
2,58500,7.3,804417
2,58600,8.4,805663
2,58700,8.0,806932
2,58800,7.7,808192
2,58900,7.4,809503
2,59000,6.7,810784
2,59100,7.0,812065
2,59200,7.4,813331
2,59300,7.7,814593
2,59400,7.6,815863
2,59500,7.2,817137
2,59600,8.0,818429
2,59700,7.3,819694
2,59800,7.5,820984
2,59900,6.6,822308
2,60000,7.6,823567
2,60100,7.4,824847
2,60200,8.0,826110
2,60300,7.5,827370
2,60400,8.4,828599
2,60500,7.5,829908
2,60600,7.4,831200
2,60700,7.6,832465
2,60800,8.5,833700
2,60900,6.9,835009
2,61000,7.4,836297
2,61100,7.5,837573
2,61200,7.2,838847
2,61300,8.0,840098
2,61400,7.2,841409
2,61500,7.5,842699
2,61600,7.6,843955
2,61700,7.5,845263
2,61800,6.6,846591
2,61900,7.9,847842
2,62000,7.5,849141
2,62100,7.2,850436
2,62200,7.2,851732
2,62300,7.1,853037
2,62400,7.5,854325
2,62500,7.3,855626
2,62600,7.3,856925
2,62700,7.4,858217
2,62800,6.7,859528
2,62900,7.6,860792
2,63000,7.4,862103
2,63100,8.1,863325
2,63200,7.2,864620
2,63300,8.0,865882
2,63400,7.3,867168
2,63500,7.5,868478
2,63600,7.1,869785
2,63700,7.8,871060
2,63800,7.8,872336
2,63900,7.7,873600
2,64000,7.8,874846
2,64100,7.8,876107
2,64200,7.0,877409
2,64300,7.4,878693
2,64400,7.1,880003
2,64500,7.0,881344
2,64600,7.8,882639
2,64700,7.0,883935
2,64800,7.6,885235
2,64900,7.7,886474
2,65000,8.2,887739
2,65100,7.3,889041
2,65200,7.8,890303
2,65300,7.8,891570
2,65400,7.8,892818
2,65500,7.3,894125
2,65600,7.4,895390
2,65700,7.2,896675
2,65800,7.7,897979
2,65900,7.8,899250
2,66000,7.4,900529
2,66100,7.1,901813
2,66200,7.6,903099
2,66300,8.1,904352
2,66400,7.5,905654
2,66500,7.4,906902
2,66600,8.0,908158
2,66700,7.9,909447
2,66800,8.0,910722
2,66900,7.3,911999
2,67000,7.6,913271
2,67100,7.8,914535
2,67200,7.4,915857
2,67300,7.5,917119
2,67400,7.3,918376
2,67500,8.3,919607
2,67600,7.6,920890
2,67700,7.8,922172
2,67800,7.6,923455
2,67900,6.8,924780
2,68000,7.3,926064
2,68100,7.6,927367
2,68200,7.2,928658
2,68300,7.1,929981
2,68400,7.7,931256
2,68500,7.6,932546
2,68600,6.8,933897
2,68700,7.6,935178
2,68800,7.6,936458
2,68900,7.6,937736
2,69000,7.6,939016
2,69100,7.0,940300
2,69200,7.3,941594
2,69300,7.8,942877
2,69400,7.3,944166
2,69500,7.7,945443
2,69600,7.1,946770
2,69700,7.6,948059
2,69800,7.5,949342
2,69900,7.4,950626
2,70000,7.4,951906
2,70100,6.8,953219
2,70200,7.7,954514
2,70300,7.5,955811
2,70400,7.8,957056
2,70500,6.5,958366
2,70600,7.6,959613
2,70700,7.9,960877
2,70800,7.6,962143
2,70900,7.2,963447
2,71000,7.3,964734
2,71100,7.9,965997
2,71200,7.5,967305
2,71300,8.2,968544
2,71400,7.4,969859
2,71500,7.8,971109
2,71600,8.0,972377
2,71700,7.4,973642
2,71800,7.5,974931
2,71900,8.1,976189
2,72000,8.1,977441
2,72100,7.8,978727
2,72200,8.1,979968
2,72300,7.8,981251
2,72400,7.0,982548
2,72500,7.8,983801
2,72600,7.9,985077
2,72700,7.6,986332
2,72800,7.3,987625
2,72900,7.5,988902
2,73000,7.5,990199
2,73100,7.6,991452
2,73200,7.5,992721
2,73300,7.5,993997
2,73400,7.4,995280
2,73500,7.7,996556
2,73600,7.8,997833
2,73700,6.4,999156
