approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
6.4466e-07,0.0,500.0,-500.0,-0.01587045192718506,890,390,0.06174527,1.5376892e-05,798720,619.506441116333,798720,57.861286
1.02172735e-05,0.0,500.0,-500.0,0.004881918430328369,1727,400,0.058145165,-3.991698e-05,819200,632.1264531612396,819200,56.814804
4.2706593e-05,0.0,500.0,-500.0,0.0030551552772521973,1807,410,0.109466195,-3.1308446e-06,839680,644.313717842102,839680,56.99015
3.776564e-05,0.0008544922,500.0,-500.0,0.005471646785736084,1818,420,0.058055785,-0.00036889952,860160,656.2951948642731,860160,57.229572
3.3798572e-06,0.0,500.0,-500.0,-0.0034923553466796875,1501,430,0.03645131,-1.794142e-05,880640,671.2021377086639,880640,57.462883
1.81714e-06,0.0,500.0,-500.0,-0.0006392002105712891,1328,440,0.017715981,-2.0362786e-05,901120,683.9026205539703,901120,57.482475
3.4097516e-06,0.0,500.0,-500.0,0.006128251552581787,698,450,0.028911993,-0.00013027972,921600,699.3497195243835,921600,57.06392
2.264092e-06,0.0,500.0,-500.0,-0.0014367103576660156,1401,460,0.043276194,-1.0799937e-05,942080,715.3302507400513,942080,57.245148
2.356191e-07,0.0,500.0,-500.0,-0.0017489194869995117,1625,470,0.027706228,-4.624744e-06,962560,728.5593974590302,962560,57.3039
3.5901048e-06,0.0,500.0,-500.0,0.009540021419525146,1638,480,0.021931548,-1.1484779e-05,983040,742.1790926456451,983040,56.81476
