# {"t_start": 1553168815.224891, "env_id": "Taxi-v2"} 
r,l,t
-776,200,0.563438
-920,200,0.624978
-776,200,0.686687
-749,200,0.747968
-740,200,0.809408
-821,200,0.870282
-722,200,0.93159
-911,200,0.992982
-749,200,1.054341
-803,200,1.115283
-830,200,1.375425
-848,200,1.435405
-785,200,1.496434
-695,200,1.557546
-803,200,1.618521
-740,200,1.679516
-839,200,1.740371
-803,200,1.801302
-686,200,1.86242
-704,200,1.923562
-722,200,2.149293
-911,200,2.208926
-785,200,2.270158
-884,200,2.331343
-794,200,2.392602
-704,200,2.453163
-803,200,2.512223
-659,185,2.568701
-722,200,2.630101
-830,200,2.690782
-821,200,2.914854
-848,200,2.974737
-713,200,3.036219
-785,200,3.097519
-848,200,3.158777
-731,200,3.220191
-875,200,3.28131
-713,200,3.3427
-785,200,3.403948
-785,200,3.465029
-803,200,3.526354
-749,200,3.749225
-857,200,3.810338
-767,200,3.870664
-692,200,3.931964
-758,200,3.993224
-821,200,4.054429
-830,200,4.115646
-668,200,4.176813
-839,200,4.237904
-776,200,4.299117
-812,200,4.523437
-713,200,4.583593
-595,175,4.637371
-866,200,4.698617
-830,200,4.759942
-695,200,4.821506
-848,200,4.884495
-794,200,4.944335
-758,200,5.005717
-695,200,5.066849
-866,200,5.290985
-740,200,5.351522
-722,200,5.413043
-704,200,5.474564
-767,200,5.536003
-758,200,5.597391
-713,200,5.659019
-731,200,5.720518
-677,200,5.781932
-776,200,5.843423
-713,200,6.067243
-740,200,6.126911
-551,200,6.188485
-686,200,6.249819
-776,200,6.309274
-749,200,6.370647
-695,200,6.431948
-686,200,6.493227
-776,200,6.554536
-713,200,6.613481
-614,200,6.672269
-812,200,6.898062
-668,200,6.958971
-677,200,7.020326
-632,200,7.082002
-596,200,7.141374
-533,200,7.200667
-713,200,7.260058
-623,200,7.320056
-686,200,7.381682
-659,200,7.442912
-749,200,7.666414
-650,200,7.727019
-623,200,7.788537
-569,200,7.84959
-596,200,7.910943
-596,200,7.971944
-695,200,8.034382
-506,200,8.095945
-641,200,8.1575
-596,200,8.21916
-569,200,8.443037
-533,200,8.503185
-380,200,8.564952
-524,200,8.627536
-488,200,8.686844
-623,200,8.748226
-650,200,8.809676
-470,200,8.871089
-686,200,8.932442
-542,200,8.9938
-524,200,9.216999
-407,200,9.277718
-470,200,9.33884
-452,200,9.40029
-488,200,9.461691
-452,200,9.52305
-551,200,9.583231
-479,200,9.642504
-407,200,9.702996
-434,200,9.763829
-380,200,9.822786
-371,200,10.045213
-326,200,10.106867
-398,200,10.168292
-371,200,10.229529
-299,200,10.290645
-362,200,10.351908
-371,200,10.413102
-353,200,10.475372
-335,200,10.537089
-398,200,10.596849
-335,200,10.820407
-272,200,10.881271
-263,200,10.942888
-290,200,11.004042
-317,200,11.065516
-335,200,11.126661
-308,200,11.188079
-371,200,11.249492
-317,200,11.310854
-254,200,11.372362
-290,200,11.595968
-308,200,11.656381
-290,200,11.717594
-272,200,11.779063
-254,200,11.840369
-245,200,11.901752
-326,200,11.96309
-236,200,12.024311
-272,200,12.085581
-272,200,12.146884
-308,200,12.3707
-236,200,12.431029
-281,200,12.48983
-227,200,12.548889
-263,200,12.609692
-263,200,12.670826
-272,200,12.731419
-227,200,12.792327
-254,200,12.853037
-236,200,12.913873
-254,200,12.97469
-218,200,13.1973
-236,200,13.258307
-227,200,13.319458
-218,200,13.380655
-227,200,13.441911
-218,200,13.50287
-236,200,13.564
-218,200,13.624815
-236,200,13.685914
-227,200,13.746997
-209,200,13.969691
-209,200,14.029895
-209,200,14.091162
-218,200,14.152244
-227,200,14.213174
-236,200,14.274361
-200,200,14.335518
-209,200,14.39665
-209,200,14.457759
-245,200,14.518922
-227,200,14.742102
-227,200,14.802393
-209,200,14.864027
-227,200,14.92539
-227,200,14.986706
-200,200,15.048097
-209,200,15.109297
-218,200,15.170475
-209,200,15.231628
-227,200,15.292753
-209,200,15.516351
-218,200,15.575942
-218,200,15.637172
-209,200,15.698248
-218,200,15.759327
-209,200,15.820491
-218,200,15.881517
-209,200,15.942586
-209,200,16.003579
-209,200,16.064586
-227,200,16.12565
-209,200,16.348786
-227,200,16.409957
-200,200,16.47108
-200,200,16.532106
-218,200,16.593314
-200,200,16.654518
-209,200,16.715743
-200,200,16.776748
-227,200,16.838366
-218,200,16.899505
-227,200,17.122696
-200,200,17.183173
-209,200,17.244241
-209,200,17.305378
-209,200,17.366485
-200,200,17.428014
-209,200,17.488958
-200,200,17.550665
-200,200,17.611769
-209,200,17.673138
-209,200,17.896865
-209,200,17.957314
-209,200,18.018404
-227,200,18.079646
-218,200,18.140526
-209,200,18.201514
-209,200,18.262815
-218,200,18.324114
-200,200,18.385249
-200,200,18.447109
-148,160,18.659032
-200,200,18.719167
-227,200,18.780456
-200,200,18.841664
-209,200,18.902874
-200,200,18.964373
-218,200,19.025688
-200,200,19.087148
-200,200,19.146139
-218,200,19.208122
-209,200,19.267729
-209,200,19.492001
-209,200,19.553222
-200,200,19.614635
-200,200,19.676262
-227,200,19.737885
-200,200,19.799565
-200,200,19.861084
-200,200,19.92271
-200,200,19.984259
-200,200,20.045927
-200,200,20.269741
-200,200,20.3305
-200,200,20.392075
-200,200,20.45413
-200,200,20.515387
-200,200,20.576981
-200,200,20.638426
-209,200,20.699853
-200,200,20.759581
-200,200,20.820781
-209,200,21.044701
-209,200,21.10451
-209,200,21.16504
-209,200,21.223901
-209,200,21.284935
-200,200,21.345933
-200,200,21.406866
-200,200,21.467686
-200,200,21.528522
-200,200,21.589519
-209,200,21.813079
-209,200,21.872459
-200,200,21.933539
-200,200,21.994154
-200,200,22.055224
-200,200,22.115179
-209,200,22.174526
-209,200,22.235613
-200,200,22.297003
-209,200,22.358283
