# {"t_start": 1553162904.697108, "env_id": "Taxi-v2"} 
r,l,t
-776,200,0.562152
-785,200,0.623474
-848,200,0.684854
-776,200,0.745695
-722,200,0.80692
-616,160,0.854965
-857,200,0.916493
-722,200,0.978449
-794,200,1.04032
-848,200,1.102427
-794,200,1.364571
-758,200,1.423894
-785,200,1.483783
-794,200,1.542939
-875,200,1.603935
-866,200,1.66633
-821,200,1.726888
-659,200,1.787356
-821,200,1.847477
-821,200,1.90749
-668,200,2.132366
-607,187,2.188528
-785,200,2.250097
-767,200,2.311701
-776,200,2.373071
-448,118,2.409342
-704,200,2.470813
-704,200,2.53182
-713,200,2.593139
-704,200,2.654628
-698,188,2.71264
-263,86,2.738178
-812,200,2.960795
-623,200,3.022076
-731,200,3.083172
-749,200,3.144281
-803,200,3.205407
-319,97,3.235201
-677,200,3.296548
-830,200,3.356999
-749,200,3.418416
-866,200,3.480201
-758,200,3.702798
-776,200,3.762931
-713,200,3.824522
-695,200,3.886032
-614,200,3.946275
-785,200,4.007715
-650,200,4.069263
-776,200,4.130718
-776,200,4.192401
-794,200,4.25426
-650,200,4.315975
-623,200,4.539565
-677,200,4.599837
-749,200,4.660957
-650,200,4.722286
-520,190,4.780036
-650,200,4.841359
-677,200,4.902544
-740,200,4.963663
-731,200,5.024898
-713,200,5.086413
-587,200,5.310191
-614,200,5.371029
-641,200,5.432634
-569,200,5.494014
-515,200,5.555427
-722,200,5.616773
-587,200,5.67932
-632,200,5.738496
-569,200,5.79751
-650,200,5.857538
-497,200,6.08081
-524,200,6.140987
-578,200,6.201867
-497,200,6.263054
-560,200,6.323591
-524,200,6.382835
-470,200,6.441757
-515,200,6.500587
-425,200,6.559992
-524,200,6.620847
-533,200,6.843735
-452,200,6.90382
-452,200,6.965407
-506,200,7.026694
-389,200,7.086874
-443,200,7.148566
-407,200,7.210238
-497,200,7.272021
-488,200,7.333312
-461,200,7.393822
-479,200,7.45582
-425,200,7.679773
-371,200,7.741306
-344,200,7.802972
-389,200,7.864544
-488,200,7.926548
-416,200,7.987856
-380,200,8.048491
-389,200,8.108852
-443,200,8.168753
-279,165,8.217733
-434,200,8.441258
-353,200,8.501975
-317,200,8.563643
-335,200,8.624799
-380,200,8.686876
-398,200,8.746395
-335,200,8.808122
-344,200,8.869725
-335,200,8.931306
-299,200,8.992786
-371,200,9.216524
-290,200,9.277059
-335,200,9.337159
-281,200,9.398883
-138,96,9.428525
-299,200,9.49008
-362,200,9.551701
-272,200,9.613371
-308,200,9.675135
-308,200,9.73695
-317,200,9.798645
-308,200,10.022435
-281,200,10.08311
-263,200,10.144814
-308,200,10.206667
-272,200,10.268299
-263,200,10.330325
-299,200,10.389943
-254,200,10.449479
