# {"t_start": 1553164069.561195, "env_id": "Taxi-v2"} 
r,l,t
-902,200,0.563608
-740,200,0.624959
-785,200,0.686178
-713,200,0.747651
-767,200,0.808996
-794,200,0.870346
-830,200,0.931635
-848,200,0.992321
-575,164,1.042556
-821,200,1.103719
-866,200,1.364775
-830,200,1.425154
-821,200,1.486664
-151,46,1.501005
-731,200,1.561947
-767,200,1.622852
-812,200,1.684149
-731,200,1.745364
-830,200,1.805517
-857,200,1.864104
-722,200,1.923578
-767,200,2.146216
-794,200,2.206356
-794,200,2.266835
-785,200,2.327709
-731,200,2.388584
-767,200,2.449648
-731,200,2.510624
-767,200,2.571427
-830,200,2.632192
-749,200,2.692923
-740,200,2.916588
-650,200,2.976495
-722,200,3.037332
-848,200,3.098165
-830,200,3.158912
-839,200,3.219796
-776,200,3.280555
-695,200,3.341359
-812,200,3.401752
-632,200,3.462408
-803,200,3.686462
-812,200,3.745875
-659,200,3.806025
-623,200,3.867188
-839,200,3.927846
-650,200,3.988679
-893,200,4.049236
-704,200,4.109848
-767,200,4.170414
-758,200,4.231017
-650,200,4.291602
-704,200,4.513924
-821,200,4.574234
-614,200,4.635087
-776,200,4.694621
-722,200,4.755042
-686,200,4.815765
-713,200,4.876544
-794,200,4.937279
-687,168,4.988179
-569,200,5.049048
-605,200,5.272446
-749,200,5.332727
-641,200,5.393507
-614,200,5.454446
-650,200,5.515274
-605,200,5.576074
-677,200,5.636841
-713,200,5.697459
-578,200,5.75766
-542,200,5.818263
-641,200,6.04057
-668,200,6.09988
-614,200,6.160685
-587,200,6.221352
-560,200,6.281991
-641,200,6.342803
-614,200,6.403464
-632,200,6.464332
-677,200,6.525021
-578,200,6.586029
-578,200,6.64646
-452,200,6.872162
-407,200,6.933343
-497,200,6.994576
-443,200,7.05604
-443,200,7.11746
-470,200,7.178605
-425,200,7.239879
-479,200,7.301007
-497,200,7.362463
-533,200,7.423717
-461,200,7.647134
-416,200,7.707518
-389,200,7.768583
-407,200,7.829656
-344,200,7.890573
-398,200,7.952165
-353,200,8.012908
-416,200,8.074244
-380,200,8.135489
-407,200,8.196666
-398,200,8.420503
-371,200,8.480572
-299,200,8.54193
-344,200,8.603164
-290,200,8.664162
-371,200,8.725101
-434,200,8.786213
-416,200,8.84692
-407,200,8.907949
-281,200,8.969034
-335,200,9.192507
-344,200,9.252215
-317,200,9.313464
-326,200,9.374745
-299,200,9.435737
-326,200,9.496844
-308,200,9.558002
-317,200,9.619122
-308,200,9.680391
-407,200,9.741525
-362,200,9.963875
-281,200,10.024865
-290,200,10.086265
-299,200,10.147847
-290,200,10.209224
-272,200,10.270575
-263,200,10.331757
-236,200,10.392911
-281,200,10.454461
-236,200,10.515561
-272,200,10.576398
-281,200,10.799519
-272,200,10.859704
-236,200,10.920601
-272,200,10.98664
-281,200,11.047564
-227,200,11.10888
-245,200,11.169999
-254,200,11.231253
-236,200,11.292303
-272,200,11.353549
-254,200,11.576702
-245,200,11.636491
-236,200,11.69725
-281,200,11.75784
-236,200,11.818767
-281,200,11.879167
-254,200,11.940177
-227,200,12.000591
-263,200,12.061395
-245,200,12.122215
-245,200,12.345526
-236,200,12.405245
-227,200,12.466433
-236,200,12.527466
-209,200,12.588415
-236,200,12.649189
-209,200,12.710059
-227,200,12.770455
-236,200,12.831413
-227,200,12.891737
-254,200,13.115185
-209,200,13.174928
-200,200,13.236017
-227,200,13.297115
-254,200,13.358093
-245,200,13.419218
-263,200,13.480233
-200,200,13.541227
-245,200,13.602102
-236,200,13.662706
-218,200,13.723548
-236,200,13.945864
-218,200,14.006315
-227,200,14.067498
-200,200,14.128282
-236,200,14.189109
-227,200,14.250076
-227,200,14.310938
-209,200,14.372381
-254,200,14.433442
-209,200,14.494437
-218,200,14.718325
-200,200,14.778282
-263,200,14.83958
-218,200,14.901028
-200,200,14.962309
-209,200,15.022748
-218,200,15.081697
-227,200,15.142458
-209,200,15.203148
-218,200,15.263922
-236,200,15.486921
-200,200,15.547641
-218,200,15.608185
-218,200,15.66869
-209,200,15.728939
-200,200,15.789574
-209,200,15.849753
-218,200,15.90996
-218,200,15.970336
-209,200,16.030695
-227,200,16.253754
-200,200,16.313056
-209,200,16.373788
-200,200,16.434832
-218,200,16.49535
-209,200,16.556834
-218,200,16.617431
-200,200,16.678401
-200,200,16.739422
-209,200,16.800294
-209,200,16.861036
-200,200,17.083376
-200,200,17.14376
-200,200,17.204705
-209,200,17.265733
-200,200,17.326266
-209,200,17.386924
-209,200,17.447816
-200,200,17.508589
-209,200,17.569373
-209,200,17.630265
-218,200,17.854164
-209,200,17.914454
-200,200,17.976241
-200,200,18.035746
-209,200,18.09734
-218,200,18.158843
-200,200,18.220317
-218,200,18.28192
-200,200,18.343462
-218,200,18.404988
-227,200,18.629537
-200,200,18.689754
-200,200,18.751
-218,200,18.8124
-200,200,18.874188
-209,200,18.935626
-209,200,18.996985
-218,200,19.058452
-200,200,19.11981
-209,200,19.181265
-209,200,19.405039
-200,200,19.465319
-200,200,19.526819
-200,200,19.588282
-200,200,19.649549
-209,200,19.710863
-200,200,19.771924
-209,200,19.83276
-200,200,19.894249
-200,200,19.955418
-200,200,20.016386
-200,200,20.237975
-227,200,20.297547
-200,200,20.35839
-209,200,20.418958
-209,200,20.479893
-200,200,20.540902
-209,200,20.601661
-200,200,20.662315
-209,200,20.722966
-200,200,20.783655
-200,200,21.006167
-209,200,21.066228
-200,200,21.127077
-209,200,21.187923
-218,200,21.248631
-200,200,21.309437
-200,200,21.370158
-209,200,21.430841
-200,200,21.49176
-200,200,21.552665
-200,200,21.776039
-200,200,21.835539
-200,200,21.896231
-200,200,21.956971
-200,200,22.017601
-200,200,22.078462
-200,200,22.139146
-209,200,22.199835
-209,200,22.260454
-200,200,22.32103
-200,200,22.545113
-209,200,22.604134
-200,200,22.664943
-209,200,22.725737
-200,200,22.786365
-200,200,22.847199
-209,200,22.907801
-200,200,22.969194
-200,200,23.030081
-200,200,23.089982
-200,200,23.148267
-200,200,23.372626
-200,200,23.43312
-200,200,23.494041
-200,200,23.555083
-200,200,23.615982
-200,200,23.676983
-200,200,23.737915
-200,200,23.798524
-200,200,23.859316
-200,200,23.920228
-200,200,24.143507
-209,200,24.203483
-200,200,24.264458
-200,200,24.325344
-200,200,24.386214
-200,200,24.447111
-209,200,24.507879
-209,200,24.568781
-200,200,24.629685
-200,200,24.690464
-200,200,24.913933
-209,200,24.973244
-209,200,25.03407
-200,200,25.094764
-209,200,25.155189
-200,200,25.215852
-200,200,25.276165
-200,200,25.336361
-209,200,25.398212
-200,200,25.459329
-209,200,25.68236
-200,200,25.741878
-200,200,25.802822
-200,200,25.863559
-200,200,25.92447
-200,200,25.985193
-209,200,26.046025
-200,200,26.106954
-200,200,26.167761
-200,200,26.228638
-200,200,26.289475
-200,200,26.511238
-200,200,26.571722
-209,200,26.632709
-200,200,26.693589
-200,200,26.754512
-218,200,26.815053
-200,200,26.875969
-200,200,26.936558
-200,200,26.997496
-200,200,27.05842
-200,200,27.281628
-200,200,27.342055
-200,200,27.403064
-200,200,27.464173
-200,200,27.525237
-200,200,27.58639
-200,200,27.647507
-200,200,27.708503
-200,200,27.7691
-200,200,27.830025
-200,200,28.052928
-200,200,28.112704
-200,200,28.173391
-200,200,28.234095
-200,200,28.294844
-200,200,28.355595
-200,200,28.416259
-200,200,28.47701
-200,200,28.537607
-200,200,28.598236
-209,200,28.821126
-200,200,28.880414
-200,200,28.941209
-200,200,29.001936
-200,200,29.062797
-200,200,29.123747
-200,200,29.184677
-200,200,29.24519
-200,200,29.305622
-200,200,29.366211
-200,200,29.589078
-209,200,29.650064
-200,200,29.710469
-200,200,29.771163
-209,200,29.831745
-200,200,29.892478
-218,200,29.953018
-200,200,30.013635
-200,200,30.074144
-200,200,30.134749
-200,200,30.195324
-200,200,30.41766
-200,200,30.478443
-200,200,30.539203
-200,200,30.599922
-200,200,30.661269
-200,200,30.722015
-200,200,30.782735
-200,200,30.843426
-200,200,30.904192
-200,200,30.964788
-200,200,31.187651
-209,200,31.247215
-200,200,31.30791
-200,200,31.368431
-200,200,31.429037
-200,200,31.489684
-200,200,31.550191
-200,200,31.610784
-200,200,31.671359
-200,200,31.731989
-200,200,31.95556
-200,200,32.015002
-200,200,32.076186
-200,200,32.137252
-200,200,32.198166
-200,200,32.259326
-200,200,32.320303
-200,200,32.381258
-200,200,32.44225
-200,200,32.50348
-200,200,32.726506
-200,200,32.786558
-200,200,32.84688
-200,200,32.907655
-200,200,32.968326
-200,200,33.029037
-200,200,33.089657
-200,200,33.149862
-200,200,33.210545
-200,200,33.270993
-209,200,33.331755
-200,200,33.55422
-200,200,33.614464
-200,200,33.675342
-200,200,33.735714
-200,200,33.796352
-200,200,33.856998
-200,200,33.917555
-200,200,33.97814
-200,200,34.039137
-200,200,34.099975
-200,200,34.322942
-200,200,34.383104
-200,200,34.443878
-200,200,34.504742
-200,200,34.56544
-200,200,34.626284
-200,200,34.68706
-200,200,34.747861
-200,200,34.808587
-200,200,34.869433
-200,200,35.092349
-200,200,35.15202
-200,200,35.212905
-200,200,35.273551
-200,200,35.334301
-200,200,35.395346
-200,200,35.456272
-200,200,35.517111
-200,200,35.578176
-200,200,35.638938
-200,200,35.861696
-200,200,35.921544
-200,200,35.982753
-200,200,36.043734
-200,200,36.10471
-200,200,36.165872
-200,200,36.226914
-200,200,36.287904
-200,200,36.348953
-200,200,36.410385
-200,200,36.471544
-200,200,36.69435
-200,200,36.75455
-200,200,36.815356
-200,200,36.875771
-200,200,36.936395
-209,200,36.997036
-200,200,37.057926
-200,200,37.118754
-200,200,37.179382
-200,200,37.23994
-200,200,37.462223
-200,200,37.522768
-200,200,37.583541
-200,200,37.644067
-200,200,37.704708
-209,200,37.765821
-200,200,37.826485
-200,200,37.886754
-200,200,37.947274
-200,200,38.008512
-200,200,38.231384
-200,200,38.290839
-200,200,38.351714
-200,200,38.412496
-200,200,38.473313
-200,200,38.534229
-200,200,38.595107
-200,200,38.655757
-200,200,38.716425
-200,200,38.776557
-200,200,38.999758
-200,200,39.059123
-200,200,39.119835
-200,200,39.18068
-200,200,39.241395
-200,200,39.302088
-200,200,39.362999
-200,200,39.423531
-209,200,39.484235
-200,200,39.545066
-200,200,39.605897
-200,200,39.829926
-200,200,39.89086
-209,200,39.952197
-200,200,40.013402
-200,200,40.074682
-209,200,40.136124
-200,200,40.196885
-200,200,40.255889
-200,200,40.316711
-200,200,40.378128
-200,200,40.600924
-200,200,40.660996
-200,200,40.721604
-200,200,40.782373
-200,200,40.843229
-200,200,40.903908
-200,200,40.964698
-209,200,41.025417
-200,200,41.084418
-200,200,41.142785
-200,200,41.365059
-200,200,41.42493
-200,200,41.486144
-200,200,41.547565
-200,200,41.608622
-209,200,41.669513
-200,200,41.730402
-200,200,41.791129
-200,200,41.851887
-200,200,41.912685
-200,200,42.135897
-200,200,42.195655
-200,200,42.255813
-200,200,42.315145
-209,200,42.373628
-200,200,42.433344
-200,200,42.494016
-200,200,42.554374
-200,200,42.615676
-200,200,42.676314
-200,200,42.736734
-200,200,42.959157
-200,200,43.019643
-200,200,43.080568
-200,200,43.141427
-200,200,43.202315
-200,200,43.263001
-200,200,43.323698
-200,200,43.384422
-200,200,43.444877
-200,200,43.505549
-200,200,43.728008
-200,200,43.787407
-209,200,43.845855
-200,200,43.904932
-200,200,43.965898
-200,200,44.026948
-200,200,44.087869
-200,200,44.148771
-200,200,44.209675
-200,200,44.27051
-200,200,44.494033
-200,200,44.553862
-200,200,44.615071
-200,200,44.67572
-200,200,44.734791
-200,200,44.793943
-200,200,44.854573
-200,200,44.915709
-200,200,44.977005
-200,200,45.038557
-200,200,45.262114
-200,200,45.322088
-200,200,45.383246
-200,200,45.444329
-200,200,45.505458
-200,200,45.566547
-200,200,45.627458
-200,200,45.688471
-200,200,45.749588
-200,200,45.810714
-200,200,45.872377
-200,200,46.095113
-200,200,46.156112
-200,200,46.217322
-200,200,46.278703
-200,200,46.340103
-200,200,46.401615
-200,200,46.463036
-200,200,46.524452
-200,200,46.585675
-200,200,46.646528
-200,200,46.869591
-200,200,46.930074
-200,200,46.991322
-200,200,47.052522
-200,200,47.113569
-200,200,47.174664
-200,200,47.235654
-200,200,47.296679
-200,200,47.357727
-200,200,47.418912
-200,200,47.64314
-200,200,47.703221
-200,200,47.764449
-200,200,47.82583
-200,200,47.887069
-200,200,47.948319
-200,200,48.008618
-200,200,48.068622
-200,200,48.129526
-200,200,48.190497
-200,200,48.41382
-200,200,48.473006
-200,200,48.533904
-200,200,48.595334
-200,200,48.655967
-200,200,48.716899
-200,200,48.777506
-200,200,48.837829
-209,200,48.898568
-209,200,48.959176
-200,200,49.181556
-200,200,49.241718
-200,200,49.302615
-200,200,49.363571
-200,200,49.424636
-200,200,49.485656
-200,200,49.546617
-200,200,49.607554
-200,200,49.668387
-200,200,49.729281
-209,200,49.790128
-200,200,50.012242
-200,200,50.072506
-200,200,50.133348
-200,200,50.194224
-200,200,50.25493
-200,200,50.31559
-200,200,50.376135
-200,200,50.436833
-200,200,50.49741
-200,200,50.558017
-200,200,50.782088
-200,200,50.842046
-200,200,50.902933
-200,200,50.963594
-200,200,51.024348
-200,200,51.085079
-200,200,51.145468
-200,200,51.206157
-200,200,51.267087
-200,200,51.327932
-200,200,51.550816
-200,200,51.610046
-200,200,51.67042
-200,200,51.731049
-200,200,51.791636
-200,200,51.852464
-200,200,51.912355
-200,200,51.971051
-200,200,52.029237
-200,200,52.087638
-200,200,52.309623
-200,200,52.369609
-200,200,52.430561
-200,200,52.491561
-200,200,52.553183
-200,200,52.614151
-200,200,52.675641
-200,200,52.736652
-200,200,52.798157
-200,200,52.859102
-200,200,52.920032
-200,200,53.142678
-200,200,53.202904
-200,200,53.263739
-200,200,53.324585
-200,200,53.385059
-200,200,53.446255
-200,200,53.507168
-200,200,53.568407
-200,200,53.629049
-209,200,53.690233
-200,200,53.913605
-200,200,53.973489
-200,200,54.034576
-200,200,54.095557
-200,200,54.156384
-200,200,54.217293
-200,200,54.278202
-200,200,54.339038
-200,200,54.399863
-200,200,54.461131
-200,200,54.684427
-200,200,54.743741
-200,200,54.804523
-200,200,54.865258
-200,200,54.926019
-200,200,54.986631
-200,200,55.047196
-200,200,55.107786
-200,200,55.168122
-200,200,55.228694
-200,200,55.451405
-200,200,55.511226
-200,200,55.571968
-200,200,55.632504
-200,200,55.69329
-200,200,55.753812
-200,200,55.814652
-200,200,55.87472
-200,200,55.935332
-200,200,55.99575
-200,200,56.056406
-200,200,56.278208
-200,200,56.338355
-200,200,56.399096
-200,200,56.459802
-200,200,56.520396
-200,200,56.581026
-200,200,56.6416
-209,200,56.702162
-200,200,56.762672
-200,200,56.823201
-200,200,57.046016
-200,200,57.10675
-200,200,57.167415
-200,200,57.228092
-200,200,57.288674
-200,200,57.348984
-200,200,57.409596
-200,200,57.46985
-200,200,57.530391
-200,200,57.590867
-200,200,57.813308
-200,200,57.87293
-209,200,57.933535
-200,200,57.993948
-200,200,58.054495
-200,200,58.115203
-200,200,58.17574
-200,200,58.236196
-200,200,58.296817
-200,200,58.357239
-200,200,58.579636
-200,200,58.639505
-200,200,58.70034
-200,200,58.76076
-200,200,58.821499
-200,200,58.882008
-200,200,58.942741
-200,200,59.003465
-200,200,59.064398
-200,200,59.12515
-200,200,59.185812
-200,200,59.408668
-200,200,59.469248
-200,200,59.529757
-200,200,59.590213
-200,200,59.650463
-200,200,59.710893
-200,200,59.770751
-200,200,59.829072
-200,200,59.887812
-200,200,59.948745
-200,200,60.172045
-200,200,60.232567
-200,200,60.292575
-200,200,60.352762
-200,200,60.413894
-200,200,60.475058
-200,200,60.537476
-200,200,60.598708
-200,200,60.659529
-200,200,60.720595
-200,200,60.944363
-200,200,61.003659
-200,200,61.064849
-200,200,61.126121
-200,200,61.187326
-200,200,61.248452
-200,200,61.309525
-200,200,61.370516
-200,200,61.431634
-200,200,61.492847
-200,200,61.716479
-200,200,61.776791
-200,200,61.83821
-200,200,61.900686
-200,200,61.962169
-200,200,62.023413
-200,200,62.082049
-200,200,62.140616
-200,200,62.200847
-200,200,62.261469
-200,200,62.322198
-200,200,62.544004
-209,200,62.602541
-200,200,62.660841
-200,200,62.721605
-200,200,62.78201
-200,200,62.842677
-200,200,62.903004
-200,200,62.963587
-200,200,63.023982
-200,200,63.084743
-200,200,63.308448
-200,200,63.368377
-200,200,63.429406
-200,200,63.490308
-200,200,63.55118
-200,200,63.612301
-200,200,63.673238
-200,200,63.733824
-200,200,63.795043
-200,200,63.854546
-200,200,64.078528
-200,200,64.138444
-200,200,64.199389
-200,200,64.2609
-200,200,64.322052
-200,200,64.383492
-200,200,64.444861
-200,200,64.506009
-200,200,64.567217
-200,200,64.628079
-200,200,64.851192
-200,200,64.911052
-200,200,64.971835
-200,200,65.034252
-200,200,65.096251
-200,200,65.1576
-200,200,65.218582
-200,200,65.279585
-200,200,65.340568
-200,200,65.401503
-200,200,65.462125
-200,200,65.68427
-200,200,65.74495
-200,200,65.805864
-200,200,65.866545
-200,200,65.927376
-200,200,65.987871
-200,200,66.046488
